"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2008","Canada","2016A000011124","Total property crime violations [200]","Percentage change in rate","Percent","239","units","0","v44404526","1.64.3","-5.90","","","","2"
"2009","Canada","2016A000011124","Total property crime violations [200]","Percentage change in rate","Percent","239","units","0","v44404526","1.64.3","-3.19","","","","2"
"2000","Canada","2016A000011124","Total property crime violations [200]","Total cleared","Number","223","units","0","v44373332","1.64.4","335994","","","","0"
"2001","Canada","2016A000011124","Total property crime violations [200]","Total cleared","Number","223","units","0","v44373332","1.64.4","317188","","","","0"
"2002","Canada","2016A000011124","Total property crime violations [200]","Total cleared","Number","223","units","0","v44373332","1.64.4","316390","","","","0"
"2003","Canada","2016A000011124","Total property crime violations [200]","Total cleared","Number","223","units","0","v44373332","1.64.4","320628","","","","0"
"2004","Canada","2016A000011124","Total property crime violations [200]","Total cleared","Number","223","units","0","v44373332","1.64.4","316171","","","","0"
"2005","Canada","2016A000011124","Total property crime violations [200]","Total cleared","Number","223","units","0","v44373332","1.64.4","314360","","","","0"
"2006","Canada","2016A000011124","Total property crime violations [200]","Total cleared","Number","223","units","0","v44373332","1.64.4","323277","","","","0"
"2007","Canada","2016A000011124","Total property crime violations [200]","Total cleared","Number","223","units","0","v44373332","1.64.4","312711","","","","0"
"2008","Canada","2016A000011124","Total property crime violations [200]","Total cleared","Number","223","units","0","v44373332","1.64.4","313920","","","","0"
"2009","Canada","2016A000011124","Total property crime violations [200]","Total cleared","Number","223","units","0","v44373332","1.64.4","316003","","","","0"
"2000","Canada","2016A000011124","Total property crime violations [200]","Total, persons charged","Number","223","units","0","v44378149","1.64.7","193021","","","","0"
"2001","Canada","2016A000011124","Total property crime violations [200]","Total, persons charged","Number","223","units","0","v44378149","1.64.7","192501","","","","0"
"2002","Canada","2016A000011124","Total property crime violations [200]","Total, persons charged","Number","223","units","0","v44378149","1.64.7","188813","","","","0"
"2003","Canada","2016A000011124","Total property crime violations [200]","Total, persons charged","Number","223","units","0","v44378149","1.64.7","181070","","","","0"
"2004","Canada","2016A000011124","Total property crime violations [200]","Total, persons charged","Number","223","units","0","v44378149","1.64.7","178871","","","","0"
"2005","Canada","2016A000011124","Total property crime violations [200]","Total, persons charged","Number","223","units","0","v44378149","1.64.7","172000","","","","0"
"2006","Canada","2016A000011124","Total property crime violations [200]","Total, persons charged","Number","223","units","0","v44378149","1.64.7","168294","","","","0"
"2007","Canada","2016A000011124","Total property crime violations [200]","Total, persons charged","Number","223","units","0","v44378149","1.64.7","161151","","","","0"
"2008","Canada","2016A000011124","Total property crime violations [200]","Total, persons charged","Number","223","units","0","v44378149","1.64.7","157326","","","","0"
"2009","Canada","2016A000011124","Total property crime violations [200]","Total, persons charged","Number","223","units","0","v44378149","1.64.7","160087","","","","0"
"2000","Canada","2016A000011124","Total property crime violations [200]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44340885","1.64.8","741.63","","","","2"
"2001","Canada","2016A000011124","Total property crime violations [200]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44340885","1.64.8","729.40","","","","2"
"2002","Canada","2016A000011124","Total property crime violations [200]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44340885","1.64.8","704.92","","","","2"
"2003","Canada","2016A000011124","Total property crime violations [200]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44340885","1.64.8","667.14","","","","2"
"2004","Canada","2016A000011124","Total property crime violations [200]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44340885","1.64.8","650.47","","","","2"
"2005","Canada","2016A000011124","Total property crime violations [200]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44340885","1.64.8","617.65","","","","2"
"2006","Canada","2016A000011124","Total property crime violations [200]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44340885","1.64.8","596.83","","","","2"
"2007","Canada","2016A000011124","Total property crime violations [200]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44340885","1.64.8","564.80","","","","2"
"2008","Canada","2016A000011124","Total property crime violations [200]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44340885","1.64.8","544.63","","","","2"
"2009","Canada","2016A000011124","Total property crime violations [200]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44340885","1.64.8","547.37","","","","2"
"2000","Canada","2016A000011124","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v44415868","1.64.9","139147","","","","0"
"2001","Canada","2016A000011124","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v44415868","1.64.9","139655","","","","0"
"2002","Canada","2016A000011124","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v44415868","1.64.9","138039","","","","0"
"2003","Canada","2016A000011124","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v44415868","1.64.9","140938","","","","0"
"2004","Canada","2016A000011124","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v44415868","1.64.9","142856","","","","0"
"2005","Canada","2016A000011124","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v44415868","1.64.9","138725","","","","0"
"2006","Canada","2016A000011124","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v44415868","1.64.9","136355","","","","0"
"2007","Canada","2016A000011124","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v44415868","1.64.9","129408","","","","0"
"2008","Canada","2016A000011124","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v44415868","1.64.9","127980","","","","0"
"2009","Canada","2016A000011124","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v44415868","1.64.9","130778","","","","0"
"2000","Canada","2016A000011124","Total property crime violations [200]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44339007","1.64.10","590.83","","","","2"
"2001","Canada","2016A000011124","Total property crime violations [200]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44339007","1.64.10","584.38","","","","2"
"2002","Canada","2016A000011124","Total property crime violations [200]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44339007","1.64.10","569.05","","","","2"
"2003","Canada","2016A000011124","Total property crime violations [200]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44339007","1.64.10","573.25","","","","2"
"2004","Canada","2016A000011124","Total property crime violations [200]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44339007","1.64.10","573.33","","","","2"
"2005","Canada","2016A000011124","Total property crime violations [200]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44339007","1.64.10","549.64","","","","2"
"2006","Canada","2016A000011124","Total property crime violations [200]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44339007","1.64.10","533.23","","","","2"
"2007","Canada","2016A000011124","Total property crime violations [200]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44339007","1.64.10","499.41","","","","2"
"2008","Canada","2016A000011124","Total property crime violations [200]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44339007","1.64.10","486.81","","","","2"
"2009","Canada","2016A000011124","Total property crime violations [200]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44339007","1.64.10","490.14","","","","2"
"2000","Canada","2016A000011124","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v44368958","1.64.11","53874","","","","0"
"2001","Canada","2016A000011124","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v44368958","1.64.11","52846","","","","0"
"2002","Canada","2016A000011124","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v44368958","1.64.11","50774","","","","0"
"2003","Canada","2016A000011124","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v44368958","1.64.11","40132","","","","0"
"2004","Canada","2016A000011124","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v44368958","1.64.11","36015","","","","0"
"2005","Canada","2016A000011124","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v44368958","1.64.11","33275","","","","0"
"2006","Canada","2016A000011124","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v44368958","1.64.11","31939","","","","0"
"2007","Canada","2016A000011124","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v44368958","1.64.11","31743","","","","0"
"2008","Canada","2016A000011124","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v44368958","1.64.11","29346","","","","0"
"2009","Canada","2016A000011124","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v44368958","1.64.11","29309","","","","0"
"2000","Canada","2016A000011124","Total property crime violations [200]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44326560","1.64.12","2176.54","","","","2"
"2001","Canada","2016A000011124","Total property crime violations [200]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44326560","1.64.12","2119.07","","","","2"
"2002","Canada","2016A000011124","Total property crime violations [200]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44326560","1.64.12","2008.96","","","","2"
"2003","Canada","2016A000011124","Total property crime violations [200]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44326560","1.64.12","1570.37","","","","2"
"2004","Canada","2016A000011124","Total property crime violations [200]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44326560","1.64.12","1394.90","","","","2"
"2005","Canada","2016A000011124","Total property crime violations [200]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44326560","1.64.12","1275.82","","","","2"
"2006","Canada","2016A000011124","Total property crime violations [200]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44326560","1.64.12","1215.95","","","","2"
"2007","Canada","2016A000011124","Total property crime violations [200]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44326560","1.64.12","1211.41","","","","2"
"2008","Canada","2016A000011124","Total property crime violations [200]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44326560","1.64.12","1130.10","","","","2"
"2009","Canada","2016A000011124","Total property crime violations [200]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44326560","1.64.12","1142.72","","","","2"
"2000","Canada","2016A000011124","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v53080902","1.64.13","42886","","","","0"
"2001","Canada","2016A000011124","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v53080902","1.64.13","46251","","","","0"
"2002","Canada","2016A000011124","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v53080902","1.64.13","47247","","","","0"
"2003","Canada","2016A000011124","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v53080902","1.64.13","65493","","","","0"
"2004","Canada","2016A000011124","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v53080902","1.64.13","63586","","","","0"
"2005","Canada","2016A000011124","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v53080902","1.64.13","59356","","","","0"
"2006","Canada","2016A000011124","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v53080902","1.64.13","62896","","","","0"
"2007","Canada","2016A000011124","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v53080902","1.64.13","61958","","","","0"
"2008","Canada","2016A000011124","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v53080902","1.64.13","59532","","","","0"
"2009","Canada","2016A000011124","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v53080902","1.64.13","59000","","","","0"
"2000","Canada","2016A000011124","Total property crime violations [200]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080903","1.64.14","1732.62","","","","2"
"2001","Canada","2016A000011124","Total property crime violations [200]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080903","1.64.14","1854.61","","","","2"
"2002","Canada","2016A000011124","Total property crime violations [200]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080903","1.64.14","1869.41","","","","2"
"2003","Canada","2016A000011124","Total property crime violations [200]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080903","1.64.14","2562.75","","","","2"
"2004","Canada","2016A000011124","Total property crime violations [200]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080903","1.64.14","2462.76","","","","2"
"2005","Canada","2016A000011124","Total property crime violations [200]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080903","1.64.14","2275.81","","","","2"
"2006","Canada","2016A000011124","Total property crime violations [200]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080903","1.64.14","2394.51","","","","2"
"2007","Canada","2016A000011124","Total property crime violations [200]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080903","1.64.14","2364.50","","","","2"
"2008","Canada","2016A000011124","Total property crime violations [200]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080903","1.64.14","2292.55","","","","2"
"2009","Canada","2016A000011124","Total property crime violations [200]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080903","1.64.14","2300.33","","","","2"
"2000","Canada","2016A000011124","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v53079946","1.225.1","283474","","","","0"
"2001","Canada","2016A000011124","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v53079946","1.225.1","306862","","","","0"
"2002","Canada","2016A000011124","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v53079946","1.225.1","310807","","","","0"
"2003","Canada","2016A000011124","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v53079946","1.225.1","328080","","","","0"
"2004","Canada","2016A000011124","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v53079946","1.225.1","342493","","","","0"
"2005","Canada","2016A000011124","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v53079946","1.225.1","339309","","","","0"
"2006","Canada","2016A000011124","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v53079946","1.225.1","341837","","","","0"
"2007","Canada","2016A000011124","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v53079946","1.225.1","338399","","","","0"
"2008","Canada","2016A000011124","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v53079946","1.225.1","345299","","","","0"
"2009","Canada","2016A000011124","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v53079946","1.225.1","342092","","","","0"
"2000","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate per 100,000 population","Rate","257","units","0","v53079952","1.225.2","923.70","","","","2"
"2001","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate per 100,000 population","Rate","257","units","0","v53079952","1.225.2","989.27","","","","2"
"2002","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate per 100,000 population","Rate","257","units","0","v53079952","1.225.2","991.29","","","","2"
"2003","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate per 100,000 population","Rate","257","units","0","v53079952","1.225.2","1036.93","","","","2"
"2004","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate per 100,000 population","Rate","257","units","0","v53079952","1.225.2","1072.28","","","","2"
"2005","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate per 100,000 population","Rate","257","units","0","v53079952","1.225.2","1052.28","","","","2"
"2006","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate per 100,000 population","Rate","257","units","0","v53079952","1.225.2","1049.53","","","","2"
"2007","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate per 100,000 population","Rate","257","units","0","v53079952","1.225.2","1028.95","","","","2"
"2008","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate per 100,000 population","Rate","257","units","0","v53079952","1.225.2","1038.63","","","","2"
"2009","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate per 100,000 population","Rate","257","units","0","v53079952","1.225.2","1017.27","","","","2"
"2000","Canada","2016A000011124","Total other Criminal Code violations [300]","Percentage change in rate","Percent","239","units","0","v53079951","1.225.3","1.55","","","","2"
"2001","Canada","2016A000011124","Total other Criminal Code violations [300]","Percentage change in rate","Percent","239","units","0","v53079951","1.225.3","7.10","","","","2"
"2002","Canada","2016A000011124","Total other Criminal Code violations [300]","Percentage change in rate","Percent","239","units","0","v53079951","1.225.3","0.20","","","","2"
"2003","Canada","2016A000011124","Total other Criminal Code violations [300]","Percentage change in rate","Percent","239","units","0","v53079951","1.225.3","4.60","","","","2"
"2004","Canada","2016A000011124","Total other Criminal Code violations [300]","Percentage change in rate","Percent","239","units","0","v53079951","1.225.3","3.41","","","","2"
"2005","Canada","2016A000011124","Total other Criminal Code violations [300]","Percentage change in rate","Percent","239","units","0","v53079951","1.225.3","-1.87","","","","2"
"2006","Canada","2016A000011124","Total other Criminal Code violations [300]","Percentage change in rate","Percent","239","units","0","v53079951","1.225.3","-0.26","","","","2"
"2007","Canada","2016A000011124","Total other Criminal Code violations [300]","Percentage change in rate","Percent","239","units","0","v53079951","1.225.3","-1.96","","","","2"
"2008","Canada","2016A000011124","Total other Criminal Code violations [300]","Percentage change in rate","Percent","239","units","0","v53079951","1.225.3","0.94","","","","2"
"2009","Canada","2016A000011124","Total other Criminal Code violations [300]","Percentage change in rate","Percent","239","units","0","v53079951","1.225.3","-2.06","","","","2"
"2000","Canada","2016A000011124","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v53079954","1.225.4","213116","","","","0"
"2001","Canada","2016A000011124","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v53079954","1.225.4","218656","","","","0"
"2002","Canada","2016A000011124","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v53079954","1.225.4","223083","","","","0"
"2003","Canada","2016A000011124","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v53079954","1.225.4","230476","","","","0"
"2004","Canada","2016A000011124","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v53079954","1.225.4","232548","","","","0"
"2005","Canada","2016A000011124","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v53079954","1.225.4","233441","","","","0"
"2006","Canada","2016A000011124","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v53079954","1.225.4","252977","","","","0"
"2007","Canada","2016A000011124","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v53079954","1.225.4","250223","","","","0"
"2008","Canada","2016A000011124","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v53079954","1.225.4","259224","","","","0"
"2009","Canada","2016A000011124","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v53079954","1.225.4","259442","","","","0"
"2000","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, persons charged","Number","223","units","0","v53079953","1.225.7","115514","","","","0"
"2001","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, persons charged","Number","223","units","0","v53079953","1.225.7","128746","","","","0"
"2002","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, persons charged","Number","223","units","0","v53079953","1.225.7","131690","","","","0"
"2003","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, persons charged","Number","223","units","0","v53079953","1.225.7","135473","","","","0"
"2004","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, persons charged","Number","223","units","0","v53079953","1.225.7","139997","","","","0"
"2005","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, persons charged","Number","223","units","0","v53079953","1.225.7","138028","","","","0"
"2006","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, persons charged","Number","223","units","0","v53079953","1.225.7","145172","","","","0"
"2007","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, persons charged","Number","223","units","0","v53079953","1.225.7","154152","","","","0"
"2008","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, persons charged","Number","223","units","0","v53079953","1.225.7","160815","","","","0"
"2009","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, persons charged","Number","223","units","0","v53079953","1.225.7","159856","","","","0"
"2000","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v53079955","1.225.8","443.83","","","","2"
"2001","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v53079955","1.225.8","487.83","","","","2"
"2002","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v53079955","1.225.8","491.65","","","","2"
"2003","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v53079955","1.225.8","499.14","","","","2"
"2004","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v53079955","1.225.8","509.11","","","","2"
"2005","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v53079955","1.225.8","495.66","","","","2"
"2006","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v53079955","1.225.8","514.83","","","","2"
"2007","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v53079955","1.225.8","540.27","","","","2"
"2008","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v53079955","1.225.8","556.71","","","","2"
"2009","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v53079955","1.225.8","546.58","","","","2"
"2000","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v53079947","1.225.9","96693","","","","0"
"2001","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v53079947","1.225.9","107791","","","","0"
"2002","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v53079947","1.225.9","111637","","","","0"
"2003","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v53079947","1.225.9","116907","","","","0"
"2004","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v53079947","1.225.9","122145","","","","0"
"2005","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v53079947","1.225.9","120803","","","","0"
"2006","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v53079947","1.225.9","127320","","","","0"
"2007","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v53079947","1.225.9","134981","","","","0"
"2008","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v53079947","1.225.9","141866","","","","0"
"2009","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, adult charged","Number","223","units","0","v53079947","1.225.9","141966","","","","0"
"2000","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v53079948","1.225.10","410.56","","","","2"
"2001","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v53079948","1.225.10","451.05","","","","2"
"2002","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v53079948","1.225.10","460.21","","","","2"
"2003","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v53079948","1.225.10","475.51","","","","2"
"2004","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v53079948","1.225.10","490.21","","","","2"
"2005","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v53079948","1.225.10","478.63","","","","2"
"2006","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v53079948","1.225.10","497.90","","","","2"
"2007","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v53079948","1.225.10","520.92","","","","2"
"2008","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v53079948","1.225.10","539.62","","","","2"
"2009","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v53079948","1.225.10","532.07","","","","2"
"2000","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v53079956","1.225.11","18821","","","","0"
"2001","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v53079956","1.225.11","20955","","","","0"
"2002","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v53079956","1.225.11","20053","","","","0"
"2003","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v53079956","1.225.11","18566","","","","0"
"2004","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v53079956","1.225.11","17852","","","","0"
"2005","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v53079956","1.225.11","17225","","","","0"
"2006","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v53079956","1.225.11","17852","","","","0"
"2007","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v53079956","1.225.11","19171","","","","0"
"2008","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v53079956","1.225.11","18949","","","","0"
"2009","Canada","2016A000011124","Total other Criminal Code violations [300]","Total, youth charged","Number","223","units","0","v53079956","1.225.11","17890","","","","0"
"2000","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53079959","1.225.12","760.38","","","","2"
"2001","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53079959","1.225.12","840.27","","","","2"
"2002","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53079959","1.225.12","793.43","","","","2"
"2003","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53079959","1.225.12","726.49","","","","2"
"2004","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53079959","1.225.12","691.43","","","","2"
"2005","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53079959","1.225.12","660.44","","","","2"
"2006","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53079959","1.225.12","679.64","","","","2"
"2007","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53079959","1.225.12","731.62","","","","2"
"2008","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53079959","1.225.12","729.72","","","","2"
