"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2004","Canada","2016A000011124","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44394663","1.149.10","254.11","","","","2"
"2005","Canada","2016A000011124","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44394663","1.149.10","239.86","","","","2"
"2006","Canada","2016A000011124","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44394663","1.149.10","238.46","","","","2"
"2007","Canada","2016A000011124","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44394663","1.149.10","238.89","","","","2"
"2008","Canada","2016A000011124","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44394663","1.149.10","246.66","","","","2"
"2009","Canada","2016A000011124","Total impaired driving [910]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44394663","1.149.10","252.60","","","","2"
"2000","Canada","2016A000011124","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v44333221","1.149.11","0","","","","0"
"2001","Canada","2016A000011124","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v44333221","1.149.11","0","","","","0"
"2002","Canada","2016A000011124","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v44333221","1.149.11","0","","","","0"
"2003","Canada","2016A000011124","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v44333221","1.149.11","0","","","","0"
"2004","Canada","2016A000011124","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v44333221","1.149.11","0","","","","0"
"2005","Canada","2016A000011124","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v44333221","1.149.11","0","","","","0"
"2006","Canada","2016A000011124","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v44333221","1.149.11","0","","","","0"
"2007","Canada","2016A000011124","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v44333221","1.149.11","924","","","","0"
"2008","Canada","2016A000011124","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v44333221","1.149.11","976","","","","0"
"2009","Canada","2016A000011124","Total impaired driving [910]","Total, youth charged","Number","223","units","0","v44333221","1.149.11","939","","","","0"
"2000","Canada","2016A000011124","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44348221","1.149.12","0.00","","","","2"
"2001","Canada","2016A000011124","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44348221","1.149.12","0.00","","","","2"
"2002","Canada","2016A000011124","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44348221","1.149.12","0.00","","","","2"
"2003","Canada","2016A000011124","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44348221","1.149.12","0.00","","","","2"
"2004","Canada","2016A000011124","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44348221","1.149.12","0.00","","","","2"
"2005","Canada","2016A000011124","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44348221","1.149.12","0.00","","","","2"
"2006","Canada","2016A000011124","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44348221","1.149.12","0.00","","","","2"
"2007","Canada","2016A000011124","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44348221","1.149.12","35.26","","","","2"
"2008","Canada","2016A000011124","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44348221","1.149.12","37.59","","","","2"
"2009","Canada","2016A000011124","Total impaired driving [910]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44348221","1.149.12","36.61","","","","2"
"2000","Canada","2016A000011124","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v53080915","1.149.13","0","","","","0"
"2001","Canada","2016A000011124","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v53080915","1.149.13","0","","","","0"
"2002","Canada","2016A000011124","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v53080915","1.149.13","0","","","","0"
"2003","Canada","2016A000011124","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v53080915","1.149.13","0","","","","0"
"2004","Canada","2016A000011124","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v53080915","1.149.13","0","","","","0"
"2005","Canada","2016A000011124","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v53080915","1.149.13","0","","","","0"
"2006","Canada","2016A000011124","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v53080915","1.149.13","0","","","","0"
"2007","Canada","2016A000011124","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v53080915","1.149.13","143","","","","0"
"2008","Canada","2016A000011124","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v53080915","1.149.13","185","","","","0"
"2009","Canada","2016A000011124","Total impaired driving [910]","Total, youth not charged","Number","223","units","0","v53080915","1.149.13","191","","","","0"
"2000","Canada","2016A000011124","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080916","1.149.14","0.00","","","","2"
"2001","Canada","2016A000011124","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080916","1.149.14","0.00","","","","2"
"2002","Canada","2016A000011124","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080916","1.149.14","0.00","","","","2"
"2003","Canada","2016A000011124","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080916","1.149.14","0.00","","","","2"
"2004","Canada","2016A000011124","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080916","1.149.14","0.00","","","","2"
"2005","Canada","2016A000011124","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080916","1.149.14","0.00","","","","2"
"2006","Canada","2016A000011124","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080916","1.149.14","0.00","","","","2"
"2007","Canada","2016A000011124","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080916","1.149.14","5.46","","","","2"
"2008","Canada","2016A000011124","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080916","1.149.14","7.12","","","","2"
"2009","Canada","2016A000011124","Total impaired driving [910]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080916","1.149.14","7.45","","","","2"
"2000","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Actual incidents","Number","223","units","0","v44383172","1.160.1","34309","","","","0"
"2001","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Actual incidents","Number","223","units","0","v44383172","1.160.1","39115","","","","0"
"2002","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Actual incidents","Number","223","units","0","v44383172","1.160.1","38697","","","","0"
"2003","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Actual incidents","Number","223","units","0","v44383172","1.160.1","40246","","","","0"
"2004","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Actual incidents","Number","223","units","0","v44383172","1.160.1","40865","","","","0"
"2005","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Actual incidents","Number","223","units","0","v44383172","1.160.1","43566","","","","0"
"2006","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Actual incidents","Number","223","units","0","v44383172","1.160.1","46312","","","","0"
"2007","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Actual incidents","Number","223","units","0","v44383172","1.160.1","52883","","","","0"
"2008","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Actual incidents","Number","223","units","0","v44383172","1.160.1","60511","","","","0"
"2009","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Actual incidents","Number","223","units","0","v44383172","1.160.1","57839","","","","0"
"2000","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate per 100,000 population","Rate","257","units","0","v44344883","1.160.2","111.80","","","","2"
"2001","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate per 100,000 population","Rate","257","units","0","v44344883","1.160.2","126.10","","","","2"
"2002","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate per 100,000 population","Rate","257","units","0","v44344883","1.160.2","123.42","","","","2"
"2003","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate per 100,000 population","Rate","257","units","0","v44344883","1.160.2","127.20","","","","2"
"2004","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate per 100,000 population","Rate","257","units","0","v44344883","1.160.2","127.94","","","","2"
"2005","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate per 100,000 population","Rate","257","units","0","v44344883","1.160.2","135.11","","","","2"
"2006","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate per 100,000 population","Rate","257","units","0","v44344883","1.160.2","142.19","","","","2"
"2007","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate per 100,000 population","Rate","257","units","0","v44344883","1.160.2","160.80","","","","2"
"2008","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate per 100,000 population","Rate","257","units","0","v44344883","1.160.2","182.01","","","","2"
"2009","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate per 100,000 population","Rate","257","units","0","v44344883","1.160.2","171.99","","","","2"
"2000","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Percentage change in rate","Percent","239","units","0","v44352447","1.160.3","6.27","","","","2"
"2001","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Percentage change in rate","Percent","239","units","0","v44352447","1.160.3","12.79","","","","2"
"2002","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Percentage change in rate","Percent","239","units","0","v44352447","1.160.3","-2.13","","","","2"
"2003","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Percentage change in rate","Percent","239","units","0","v44352447","1.160.3","3.06","","","","2"
"2004","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Percentage change in rate","Percent","239","units","0","v44352447","1.160.3","0.58","","","","2"
"2005","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Percentage change in rate","Percent","239","units","0","v44352447","1.160.3","5.60","","","","2"
"2006","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Percentage change in rate","Percent","239","units","0","v44352447","1.160.3","5.24","","","","2"
"2007","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Percentage change in rate","Percent","239","units","0","v44352447","1.160.3","13.09","","","","2"
"2008","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Percentage change in rate","Percent","239","units","0","v44352447","1.160.3","13.19","","","","2"
"2009","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Percentage change in rate","Percent","239","units","0","v44352447","1.160.3","-5.50","","","","2"
"2000","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total cleared","Number","223","units","0","v44418093","1.160.4","16201","","","","0"
"2001","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total cleared","Number","223","units","0","v44418093","1.160.4","17667","","","","0"
"2002","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total cleared","Number","223","units","0","v44418093","1.160.4","17487","","","","0"
"2003","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total cleared","Number","223","units","0","v44418093","1.160.4","17966","","","","0"
"2004","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total cleared","Number","223","units","0","v44418093","1.160.4","18030","","","","0"
"2005","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total cleared","Number","223","units","0","v44418093","1.160.4","17821","","","","0"
"2006","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total cleared","Number","223","units","0","v44418093","1.160.4","18537","","","","0"
"2007","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total cleared","Number","223","units","0","v44418093","1.160.4","19463","","","","0"
"2008","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total cleared","Number","223","units","0","v44418093","1.160.4","20291","","","","0"
"2009","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total cleared","Number","223","units","0","v44418093","1.160.4","19726","","","","0"
"2000","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, persons charged","Number","223","units","0","v44348779","1.160.7","13077","","","","0"
"2001","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, persons charged","Number","223","units","0","v44348779","1.160.7","14391","","","","0"
"2002","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, persons charged","Number","223","units","0","v44348779","1.160.7","14658","","","","0"
"2003","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, persons charged","Number","223","units","0","v44348779","1.160.7","14992","","","","0"
"2004","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, persons charged","Number","223","units","0","v44348779","1.160.7","15055","","","","0"
"2005","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, persons charged","Number","223","units","0","v44348779","1.160.7","15018","","","","0"
"2006","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, persons charged","Number","223","units","0","v44348779","1.160.7","15742","","","","0"
"2007","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, persons charged","Number","223","units","0","v44348779","1.160.7","16440","","","","0"
"2008","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, persons charged","Number","223","units","0","v44348779","1.160.7","16933","","","","0"
"2009","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, persons charged","Number","223","units","0","v44348779","1.160.7","16307","","","","0"
"2000","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44358962","1.160.8","50.25","","","","2"
"2001","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44358962","1.160.8","54.53","","","","2"
"2002","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44358962","1.160.8","54.72","","","","2"
"2003","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44358962","1.160.8","55.24","","","","2"
"2004","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44358962","1.160.8","54.75","","","","2"
"2005","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44358962","1.160.8","53.93","","","","2"
"2006","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44358962","1.160.8","55.83","","","","2"
"2007","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44358962","1.160.8","57.62","","","","2"
"2008","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44358962","1.160.8","58.62","","","","2"
"2009","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44358962","1.160.8","55.76","","","","2"
"2000","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, adult charged","Number","223","units","0","v44374516","1.160.9","13026","","","","0"
"2001","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, adult charged","Number","223","units","0","v44374516","1.160.9","14363","","","","0"
"2002","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, adult charged","Number","223","units","0","v44374516","1.160.9","14651","","","","0"
"2003","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, adult charged","Number","223","units","0","v44374516","1.160.9","14984","","","","0"
"2004","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, adult charged","Number","223","units","0","v44374516","1.160.9","15035","","","","0"
"2005","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, adult charged","Number","223","units","0","v44374516","1.160.9","15012","","","","0"
"2006","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, adult charged","Number","223","units","0","v44374516","1.160.9","15736","","","","0"
"2007","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, adult charged","Number","223","units","0","v44374516","1.160.9","15391","","","","0"
"2008","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, adult charged","Number","223","units","0","v44374516","1.160.9","15979","","","","0"
"2009","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, adult charged","Number","223","units","0","v44374516","1.160.9","15499","","","","0"
"2000","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44335980","1.160.10","55.31","","","","2"
"2001","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44335980","1.160.10","60.10","","","","2"
"2002","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44335980","1.160.10","60.40","","","","2"
"2003","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44335980","1.160.10","60.95","","","","2"
"2004","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44335980","1.160.10","60.34","","","","2"
"2005","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44335980","1.160.10","59.48","","","","2"
"2006","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44335980","1.160.10","61.54","","","","2"
"2007","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44335980","1.160.10","59.40","","","","2"
"2008","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44335980","1.160.10","60.78","","","","2"
"2009","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44335980","1.160.10","58.09","","","","2"
"2000","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, youth charged","Number","223","units","0","v44357475","1.160.11","51","","","","0"
"2001","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, youth charged","Number","223","units","0","v44357475","1.160.11","28","","","","0"
"2002","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, youth charged","Number","223","units","0","v44357475","1.160.11","7","","","","0"
"2003","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, youth charged","Number","223","units","0","v44357475","1.160.11","8","","","","0"
"2004","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, youth charged","Number","223","units","0","v44357475","1.160.11","20","","","","0"
"2005","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, youth charged","Number","223","units","0","v44357475","1.160.11","6","","","","0"
"2006","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, youth charged","Number","223","units","0","v44357475","1.160.11","6","","","","0"
"2007","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, youth charged","Number","223","units","0","v44357475","1.160.11","1049","","","","0"
"2008","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, youth charged","Number","223","units","0","v44357475","1.160.11","954","","","","0"
"2009","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, youth charged","Number","223","units","0","v44357475","1.160.11","808","","","","0"
"2000","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44382419","1.160.12","2.06","","","","2"
"2001","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44382419","1.160.12","1.12","","","","2"
"2002","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44382419","1.160.12","0.28","","","","2"
"2003","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44382419","1.160.12","0.31","","","","2"
"2004","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44382419","1.160.12","0.77","","","","2"
"2005","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44382419","1.160.12","0.23","","","","2"
"2006","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44382419","1.160.12","0.23","","","","2"
"2007","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44382419","1.160.12","40.03","","","","2"
"2008","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44382419","1.160.12","36.74","","","","2"
"2009","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44382419","1.160.12","31.50","","","","2"
"2000","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, youth not charged","Number","223","units","0","v53080917","1.160.13","1","","","","0"
"2001","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, youth not charged","Number","223","units","0","v53080917","1.160.13","33","","","","0"
"2002","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, youth not charged","Number","223","units","0","v53080917","1.160.13","22","","","","0"
"2003","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, youth not charged","Number","223","units","0","v53080917","1.160.13","13","","","","0"
"2004","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, youth not charged","Number","223","units","0","v53080917","1.160.13","8","","","","0"
"2005","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, youth not charged","Number","223","units","0","v53080917","1.160.13","17","","","","0"
"2006","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, youth not charged","Number","223","units","0","v53080917","1.160.13","7","","","","0"
"2007","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, youth not charged","Number","223","units","0","v53080917","1.160.13","272","","","","0"
"2008","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, youth not charged","Number","223","units","0","v53080917","1.160.13","300","","","","0"
"2009","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Total, youth not charged","Number","223","units","0","v53080917","1.160.13","300","","","","0"
"2000","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080918","1.160.14","0.04","","","","2"
"2001","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080918","1.160.14","1.32","","","","2"
"2002","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080918","1.160.14","0.87","","","","2"
"2003","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080918","1.160.14","0.51","","","","2"
"2004","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080918","1.160.14","0.31","","","","2"
"2005","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080918","1.160.14","0.65","","","","2"
"2006","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080918","1.160.14","0.27","","","","2"
"2007","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080918","1.160.14","10.38","","","","2"
"2008","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080918","1.160.14","11.55","","","","2"
"2009","Canada","2016A000011124","Total other Criminal Code traffic violations [920]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080918","1.160.14","11.70","","","","2"
"2000","Canada","2016A000011124","Total drug violations [401]","Actual incidents","Number","223","units","0","v72496402","1.231.1","88091","","","","0"
"2001","Canada","2016A000011124","Total drug violations [401]","Actual incidents","Number","223","units","0","v72496402","1.231.1","89395","","","","0"
"2002","Canada","2016A000011124","Total drug violations [401]","Actual incidents","Number","223","units","0","v72496402","1.231.1","92781","","","","0"
"2003","Canada","2016A000011124","Total drug violations [401]","Actual incidents","Number","223","units","0","v72496402","1.231.1","86791","","","","0"
"2004","Canada","2016A000011124","Total drug violations [401]","Actual incidents","Number","223","units","0","v72496402","1.231.1","97630","","","","0"
"2005","Canada","2016A000011124","Total drug violations [401]","Actual incidents","Number","223","units","0","v72496402","1.231.1","93664","","","","0"
"2006","Canada","2016A000011124","Total drug violations [401]","Actual incidents","Number","223","units","0","v72496402","1.231.1","96175","","","","0"
"2007","Canada","2016A000011124","Total drug violations [401]","Actual incidents","Number","223","units","0","v72496402","1.231.1","101208","","","","0"
"2008","Canada","2016A000011124","Total drug violations [401]","Actual incidents","Number","223","units","0","v72496402","1.231.1","102271","","","","0"
"2009","Canada","2016A000011124","Total drug violations [401]","Actual incidents","Number","223","units","0","v72496402","1.231.1","97963","","","","0"
"2000","Canada","2016A000011124","Total drug violations [401]","Rate per 100,000 population","Rate","257","units","0","v72496403","1.231.2","287.04","","","","2"
"2001","Canada","2016A000011124","Total drug violations [401]","Rate per 100,000 population","Rate","257","units","0","v72496403","1.231.2","288.19","","","","2"
"2002","Canada","2016A000011124","Total drug violations [401]","Rate per 100,000 population","Rate","257","units","0","v72496403","1.231.2","295.92","","","","2"
"2003","Canada","2016A000011124","Total drug violations [401]","Rate per 100,000 population","Rate","257","units","0","v72496403","1.231.2","274.31","","","","2"
"2004","Canada","2016A000011124","Total drug violations [401]","Rate per 100,000 population","Rate","257","units","0","v72496403","1.231.2","305.66","","","","2"
"2005","Canada","2016A000011124","Total drug violations [401]","Rate per 100,000 population","Rate","257","units","0","v72496403","1.231.2","290.47","","","","2"
"2006","Canada","2016A000011124","Total drug violations [401]","Rate per 100,000 population","Rate","257","units","0","v72496403","1.231.2","295.28","","","","2"
"2007","Canada","2016A000011124","Total drug violations [401]","Rate per 100,000 population","Rate","257","units","0","v72496403","1.231.2","307.74","","","","2"
"2008","Canada","2016A000011124","Total drug violations [401]","Rate per 100,000 population","Rate","257","units","0","v72496403","1.231.2","307.62","","","","2"
