"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011","Canada","2016A000011124","Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080897","1.4.14","922.56","","","","2"
"2012","Canada","2016A000011124","Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080897","1.4.14","855.69","","","","2"
"2013","Canada","2016A000011124","Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080897","1.4.14","729.12","","","","2"
"2014","Canada","2016A000011124","Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080897","1.4.14","647.14","","","","2"
"2015","Canada","2016A000011124","Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080897","1.4.14","642.94","","","","2"
"2016","Canada","2016A000011124","Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080897","1.4.14","644.24","","","","2"
"2017","Canada","2016A000011124","Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080897","1.4.14","689.64","","","","2"
"2018","Canada","2016A000011124","Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080897","1.4.14","674.18","","","","2"
"2019","Canada","2016A000011124","Total violent Criminal Code violations [100]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080897","1.4.14","636.37","","","","2"
"2010","Canada","2016A000011124","Total property crime violations [200]","Actual incidents","Number","223","units","0","v44369512","1.64.1","1305150","","","","0"
"2011","Canada","2016A000011124","Total property crime violations [200]","Actual incidents","Number","223","units","0","v44369512","1.64.1","1214312","","","","0"
"2012","Canada","2016A000011124","Total property crime violations [200]","Actual incidents","Number","223","units","0","v44369512","1.64.1","1193600","","","","0"
"2013","Canada","2016A000011124","Total property crime violations [200]","Actual incidents","Number","223","units","0","v44369512","1.64.1","1106509","","","","0"
"2014","Canada","2016A000011124","Total property crime violations [200]","Actual incidents","Number","223","units","0","v44369512","1.64.1","1098399","","","","0"
"2015","Canada","2016A000011124","Total property crime violations [200]","Actual incidents","Number","223","units","0","v44369512","1.64.1","1153700","","","","0"
"2016","Canada","2016A000011124","Total property crime violations [200]","Actual incidents","Number","223","units","0","v44369512","1.64.1","1169445","","","","0"
"2017","Canada","2016A000011124","Total property crime violations [200]","Actual incidents","Number","223","units","0","v44369512","1.64.1","1193319","","","","0"
"2018","Canada","2016A000011124","Total property crime violations [200]","Actual incidents","Number","223","units","0","v44369512","1.64.1","1241083","","","","0"
"2019","Canada","2016A000011124","Total property crime violations [200]","Actual incidents","Number","223","units","0","v44369512","1.64.1","1319562","","","","0"
"2010","Canada","2016A000011124","Total property crime violations [200]","Rate per 100,000 population","Rate","257","units","0","v44338294","1.64.2","3838.08","","","","2"
"2011","Canada","2016A000011124","Total property crime violations [200]","Rate per 100,000 population","Rate","257","units","0","v44338294","1.64.2","3536.21","","","","2"
"2012","Canada","2016A000011124","Total property crime violations [200]","Rate per 100,000 population","Rate","257","units","0","v44338294","1.64.2","3438.36","","","","2"
"2013","Canada","2016A000011124","Total property crime violations [200]","Rate per 100,000 population","Rate","257","units","0","v44338294","1.64.2","3153.98","","","","2"
"2014","Canada","2016A000011124","Total property crime violations [200]","Rate per 100,000 population","Rate","257","units","0","v44338294","1.64.2","3099.54","","","","2"
"2015","Canada","2016A000011124","Total property crime violations [200]","Rate per 100,000 population","Rate","257","units","0","v44338294","1.64.2","3231.39","","","","2"
"2016","Canada","2016A000011124","Total property crime violations [200]","Rate per 100,000 population","Rate","257","units","0","v44338294","1.64.2","3238.61","","","","2"
"2017","Canada","2016A000011124","Total property crime violations [200]","Rate per 100,000 population","Rate","257","units","0","v44338294","1.64.2","3265.49","","","","2"
"2018","Canada","2016A000011124","Total property crime violations [200]","Rate per 100,000 population","Rate","257","units","0","v44338294","1.64.2","3349.05","","","","2"
"2019","Canada","2016A000011124","Total property crime violations [200]","Rate per 100,000 population","Rate","257","units","0","v44338294","1.64.2","3510.48","","","","2"
"2010","Canada","2016A000011124","Total property crime violations [200]","Percentage change in rate","Percent","239","units","0","v44404526","1.64.3","-6.89","","","","2"
"2011","Canada","2016A000011124","Total property crime violations [200]","Percentage change in rate","Percent","239","units","0","v44404526","1.64.3","-7.87","","","","2"
"2012","Canada","2016A000011124","Total property crime violations [200]","Percentage change in rate","Percent","239","units","0","v44404526","1.64.3","-2.77","","","","2"
"2013","Canada","2016A000011124","Total property crime violations [200]","Percentage change in rate","Percent","239","units","0","v44404526","1.64.3","-8.27","","","","2"
"2014","Canada","2016A000011124","Total property crime violations [200]","Percentage change in rate","Percent","239","units","0","v44404526","1.64.3","-1.73","","","","2"
"2015","Canada","2016A000011124","Total property crime violations [200]","Percentage change in rate","Percent","239","units","0","v44404526","1.64.3","4.25","","","","2"
"2016","Canada","2016A000011124","Total property crime violations [200]","Percentage change in rate","Percent","239","units","0","v44404526","1.64.3","0.22","","","","2"
"2017","Canada","2016A000011124","Total property crime violations [200]","Percentage change in rate","Percent","239","units","0","v44404526","1.64.3","0.83","","","","2"
"2018","Canada","2016A000011124","Total property crime violations [200]","Percentage change in rate","Percent","239","units","0","v44404526","1.64.3","2.56","","","","2"
"2019","Canada","2016A000011124","Total property crime violations [200]","Percentage change in rate","Percent","239","units","0","v44404526","1.64.3","4.82","","","","2"
"2011","Canada","2016A000011124","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000149435","1.64.15","","..","","","0"
"2012","Canada","2016A000011124","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000149435","1.64.15","","..","","","0"
"2013","Canada","2016A000011124","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000149435","1.64.15","","..","","","0"
"2014","Canada","2016A000011124","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000149435","1.64.15","","..","","","0"
"2015","Canada","2016A000011124","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000149435","1.64.15","","..","","","0"
"2016","Canada","2016A000011124","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000149435","1.64.15","","..","","","0"
"2017","Canada","2016A000011124","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000149435","1.64.15","71449","","","","0"
"2018","Canada","2016A000011124","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000149435","1.64.15","66979","","","","0"
"2019","Canada","2016A000011124","Total property crime violations [200]","Unfounded incidents","Number","223","units","0","v1000149435","1.64.15","65602","","","","0"
"2011","Canada","2016A000011124","Total property crime violations [200]","Percent unfounded","Percent","239","units","0","v1000149436","1.64.16","","..","","","2"
"2012","Canada","2016A000011124","Total property crime violations [200]","Percent unfounded","Percent","239","units","0","v1000149436","1.64.16","","..","","","2"
"2013","Canada","2016A000011124","Total property crime violations [200]","Percent unfounded","Percent","239","units","0","v1000149436","1.64.16","","..","","","2"
"2014","Canada","2016A000011124","Total property crime violations [200]","Percent unfounded","Percent","239","units","0","v1000149436","1.64.16","","..","","","2"
"2015","Canada","2016A000011124","Total property crime violations [200]","Percent unfounded","Percent","239","units","0","v1000149436","1.64.16","","..","","","2"
"2016","Canada","2016A000011124","Total property crime violations [200]","Percent unfounded","Percent","239","units","0","v1000149436","1.64.16","","..","","","2"
"2017","Canada","2016A000011124","Total property crime violations [200]","Percent unfounded","Percent","239","units","0","v1000149436","1.64.16","5.65","","","","2"
"2018","Canada","2016A000011124","Total property crime violations [200]","Percent unfounded","Percent","239","units","0","v1000149436","1.64.16","5.12","","","","2"
"2019","Canada","2016A000011124","Total property crime violations [200]","Percent unfounded","Percent","239","units","0","v1000149436","1.64.16","4.74","","","","2"
"2010","Canada","2016A000011124","Total property crime violations [200]","Total cleared","Number","223","units","0","v44373332","1.64.4","308520","","","","0"
"2011","Canada","2016A000011124","Total property crime violations [200]","Total cleared","Number","223","units","0","v44373332","1.64.4","289593","","","","0"
"2012","Canada","2016A000011124","Total property crime violations [200]","Total cleared","Number","223","units","0","v44373332","1.64.4","284294","","","","0"
"2013","Canada","2016A000011124","Total property crime violations [200]","Total cleared","Number","223","units","0","v44373332","1.64.4","265494","","","","0"
"2014","Canada","2016A000011124","Total property crime violations [200]","Total cleared","Number","223","units","0","v44373332","1.64.4","257666","","","","0"
"2015","Canada","2016A000011124","Total property crime violations [200]","Total cleared","Number","223","units","0","v44373332","1.64.4","259602","","","","0"
"2016","Canada","2016A000011124","Total property crime violations [200]","Total cleared","Number","223","units","0","v44373332","1.64.4","248529","","","","0"
"2017","Canada","2016A000011124","Total property crime violations [200]","Total cleared","Number","223","units","0","v44373332","1.64.4","250883","","","","0"
"2018","Canada","2016A000011124","Total property crime violations [200]","Total cleared","Number","223","units","0","v44373332","1.64.4","255582","","","","0"
"2019","Canada","2016A000011124","Total property crime violations [200]","Total cleared","Number","223","units","0","v44373332","1.64.4","257566","","","","0"
"2010","Canada","2016A000011124","Total property crime violations [200]","Total, persons charged","Number","223","units","0","v44378149","1.64.7","154116","","","","0"
"2011","Canada","2016A000011124","Total property crime violations [200]","Total, persons charged","Number","223","units","0","v44378149","1.64.7","143321","","","","0"
"2012","Canada","2016A000011124","Total property crime violations [200]","Total, persons charged","Number","223","units","0","v44378149","1.64.7","141161","","","","0"
"2013","Canada","2016A000011124","Total property crime violations [200]","Total, persons charged","Number","223","units","0","v44378149","1.64.7","134574","","","","0"
"2014","Canada","2016A000011124","Total property crime violations [200]","Total, persons charged","Number","223","units","0","v44378149","1.64.7","128230","","","","0"
"2015","Canada","2016A000011124","Total property crime violations [200]","Total, persons charged","Number","223","units","0","v44378149","1.64.7","129911","","","","0"
"2016","Canada","2016A000011124","Total property crime violations [200]","Total, persons charged","Number","223","units","0","v44378149","1.64.7","122549","","","","0"
"2017","Canada","2016A000011124","Total property crime violations [200]","Total, persons charged","Number","223","units","0","v44378149","1.64.7","121191","","","","0"
"2018","Canada","2016A000011124","Total property crime violations [200]","Total, persons charged","Number","223","units","0","v44378149","1.64.7","125160","","","","0"
"2019","Canada","2016A000011124","Total property crime violations [200]","Total, persons charged","Number","223","units","0","v44378149","1.64.7","132113","","","","0"
"2010","Canada","2016A000011124","Total property crime violations [200]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44340885","1.64.8","520.83","","","","2"
"2011","Canada","2016A000011124","Total property crime violations [200]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44340885","1.64.8","479.55","","","","2"
"2012","Canada","2016A000011124","Total property crime violations [200]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44340885","1.64.8","467.21","","","","2"
"2013","Canada","2016A000011124","Total property crime violations [200]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44340885","1.64.8","440.82","","","","2"
"2014","Canada","2016A000011124","Total property crime violations [200]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44340885","1.64.8","415.92","","","","2"
"2015","Canada","2016A000011124","Total property crime violations [200]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44340885","1.64.8","418.43","","","","2"
"2016","Canada","2016A000011124","Total property crime violations [200]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44340885","1.64.8","390.34","","","","2"
"2017","Canada","2016A000011124","Total property crime violations [200]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44340885","1.64.8","381.21","","","","2"
"2018","Canada","2016A000011124","Total property crime violations [200]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44340885","1.64.8","387.89","","","","2"
"2019","Canada","2016A000011124","Total property crime violations [200]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44340885","1.64.8","403.12","","","","2"
"2010","Canada","2016A000011124","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v44415868","1.64.9","127951","","","","0"
"2011","Canada","2016A000011124","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v44415868","1.64.9","120827","","","","0"
"2012","Canada","2016A000011124","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v44415868","1.64.9","120615","","","","0"
"2013","Canada","2016A000011124","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v44415868","1.64.9","117287","","","","0"
"2014","Canada","2016A000011124","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v44415868","1.64.9","113484","","","","0"
"2015","Canada","2016A000011124","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v44415868","1.64.9","115741","","","","0"
"2016","Canada","2016A000011124","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v44415868","1.64.9","110642","","","","0"
"2017","Canada","2016A000011124","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v44415868","1.64.9","110314","","","","0"
"2018","Canada","2016A000011124","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v44415868","1.64.9","115656","","","","0"
"2019","Canada","2016A000011124","Total property crime violations [200]","Total, adult charged","Number","223","units","0","v44415868","1.64.9","123610","","","","0"
"2010","Canada","2016A000011124","Total property crime violations [200]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44339007","1.64.10","472.82","","","","2"
"2011","Canada","2016A000011124","Total property crime violations [200]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44339007","1.64.10","441.00","","","","2"
"2012","Canada","2016A000011124","Total property crime violations [200]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44339007","1.64.10","434.28","","","","2"
"2013","Canada","2016A000011124","Total property crime violations [200]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44339007","1.64.10","416.86","","","","2"
"2014","Canada","2016A000011124","Total property crime violations [200]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44339007","1.64.10","398.60","","","","2"
"2015","Canada","2016A000011124","Total property crime violations [200]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44339007","1.64.10","403.33","","","","2"
"2016","Canada","2016A000011124","Total property crime violations [200]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44339007","1.64.10","381.13","","","","2"
"2017","Canada","2016A000011124","Total property crime violations [200]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44339007","1.64.10","374.94","","","","2"
"2018","Canada","2016A000011124","Total property crime violations [200]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44339007","1.64.10","386.96","","","","2"
"2019","Canada","2016A000011124","Total property crime violations [200]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44339007","1.64.10","407.06","","","","2"
"2010","Canada","2016A000011124","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v44368958","1.64.11","26165","","","","0"
"2011","Canada","2016A000011124","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v44368958","1.64.11","22494","","","","0"
"2012","Canada","2016A000011124","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v44368958","1.64.11","20546","","","","0"
"2013","Canada","2016A000011124","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v44368958","1.64.11","17287","","","","0"
"2014","Canada","2016A000011124","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v44368958","1.64.11","14746","","","","0"
"2015","Canada","2016A000011124","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v44368958","1.64.11","14170","","","","0"
"2016","Canada","2016A000011124","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v44368958","1.64.11","11907","","","","0"
"2017","Canada","2016A000011124","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v44368958","1.64.11","10877","","","","0"
"2018","Canada","2016A000011124","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v44368958","1.64.11","9504","","","","0"
"2019","Canada","2016A000011124","Total property crime violations [200]","Total, youth charged","Number","223","units","0","v44368958","1.64.11","8503","","","","0"
"2010","Canada","2016A000011124","Total property crime violations [200]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44326560","1.64.12","1034.52","","","","2"
"2011","Canada","2016A000011124","Total property crime violations [200]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44326560","1.64.12","904.11","","","","2"
"2012","Canada","2016A000011124","Total property crime violations [200]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44326560","1.64.12","841.88","","","","2"
"2013","Canada","2016A000011124","Total property crime violations [200]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44326560","1.64.12","722.48","","","","2"
"2014","Canada","2016A000011124","Total property crime violations [200]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44326560","1.64.12","624.81","","","","2"
"2015","Canada","2016A000011124","Total property crime violations [200]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44326560","1.64.12","602.74","","","","2"
"2016","Canada","2016A000011124","Total property crime violations [200]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44326560","1.64.12","503.34","","","","2"
"2017","Canada","2016A000011124","Total property crime violations [200]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44326560","1.64.12","459.13","","","","2"
"2018","Canada","2016A000011124","Total property crime violations [200]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44326560","1.64.12","399.54","","","","2"
"2019","Canada","2016A000011124","Total property crime violations [200]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44326560","1.64.12","353.46","","","","2"
"2010","Canada","2016A000011124","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v53080902","1.64.13","52607","","","","0"
"2011","Canada","2016A000011124","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v53080902","1.64.13","44736","","","","0"
"2012","Canada","2016A000011124","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v53080902","1.64.13","40825","","","","0"
"2013","Canada","2016A000011124","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v53080902","1.64.13","32275","","","","0"
"2014","Canada","2016A000011124","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v53080902","1.64.13","30053","","","","0"
"2015","Canada","2016A000011124","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v53080902","1.64.13","29795","","","","0"
"2016","Canada","2016A000011124","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v53080902","1.64.13","28088","","","","0"
"2017","Canada","2016A000011124","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v53080902","1.64.13","27910","","","","0"
"2018","Canada","2016A000011124","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v53080902","1.64.13","23413","","","","0"
"2019","Canada","2016A000011124","Total property crime violations [200]","Total, youth not charged","Number","223","units","0","v53080902","1.64.13","21548","","","","0"
"2010","Canada","2016A000011124","Total property crime violations [200]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080903","1.64.14","2079.99","","","","2"
"2011","Canada","2016A000011124","Total property crime violations [200]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080903","1.64.14","1798.10","","","","2"
"2012","Canada","2016A000011124","Total property crime violations [200]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080903","1.64.14","1672.83","","","","2"
"2013","Canada","2016A000011124","Total property crime violations [200]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080903","1.64.14","1348.87","","","","2"
"2014","Canada","2016A000011124","Total property crime violations [200]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080903","1.64.14","1273.39","","","","2"
"2015","Canada","2016A000011124","Total property crime violations [200]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080903","1.64.14","1267.37","","","","2"
"2016","Canada","2016A000011124","Total property crime violations [200]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080903","1.64.14","1187.36","","","","2"
"2017","Canada","2016A000011124","Total property crime violations [200]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080903","1.64.14","1178.11","","","","2"
"2018","Canada","2016A000011124","Total property crime violations [200]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080903","1.64.14","984.26","","","","2"
"2019","Canada","2016A000011124","Total property crime violations [200]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080903","1.64.14","895.72","","","","2"
"2010","Canada","2016A000011124","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v53079946","1.225.1","349968","","","","0"
"2011","Canada","2016A000011124","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v53079946","1.225.1","346140","","","","0"
"2012","Canada","2016A000011124","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v53079946","1.225.1","347480","","","","0"
"2013","Canada","2016A000011124","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v53079946","1.225.1","335537","","","","0"
"2014","Canada","2016A000011124","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v53079946","1.225.1","325163","","","","0"
"2015","Canada","2016A000011124","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v53079946","1.225.1","332018","","","","0"
"2016","Canada","2016A000011124","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v53079946","1.225.1","354743","","","","0"
"2017","Canada","2016A000011124","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v53079946","1.225.1","364184","","","","0"
"2018","Canada","2016A000011124","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v53079946","1.225.1","375406","","","","0"
"2019","Canada","2016A000011124","Total other Criminal Code violations [300]","Actual incidents","Number","223","units","0","v53079946","1.225.1","408510","","","","0"
"2010","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate per 100,000 population","Rate","257","units","0","v53079952","1.225.2","1029.16","","","","2"
"2011","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate per 100,000 population","Rate","257","units","0","v53079952","1.225.2","1008.00","","","","2"
"2012","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate per 100,000 population","Rate","257","units","0","v53079952","1.225.2","1000.97","","","","2"
"2013","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate per 100,000 population","Rate","257","units","0","v53079952","1.225.2","956.41","","","","2"
"2014","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate per 100,000 population","Rate","257","units","0","v53079952","1.225.2","917.57","","","","2"
"2015","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate per 100,000 population","Rate","257","units","0","v53079952","1.225.2","929.95","","","","2"
"2016","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate per 100,000 population","Rate","257","units","0","v53079952","1.225.2","982.41","","","","2"
"2017","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate per 100,000 population","Rate","257","units","0","v53079952","1.225.2","996.58","","","","2"
"2018","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate per 100,000 population","Rate","257","units","0","v53079952","1.225.2","1013.03","","","","2"
"2019","Canada","2016A000011124","Total other Criminal Code violations [300]","Rate per 100,000 population","Rate","257","units","0","v53079952","1.225.2","1086.77","","","","2"
"2010","Canada","2016A000011124","Total other Criminal Code violations [300]","Percentage change in rate","Percent","239","units","0","v53079951","1.225.3","1.17","","","","2"
"2011","Canada","2016A000011124","Total other Criminal Code violations [300]","Percentage change in rate","Percent","239","units","0","v53079951","1.225.3","-2.06","","","","2"
"2012","Canada","2016A000011124","Total other Criminal Code violations [300]","Percentage change in rate","Percent","239","units","0","v53079951","1.225.3","-0.70","","","","2"
"2013","Canada","2016A000011124","Total other Criminal Code violations [300]","Percentage change in rate","Percent","239","units","0","v53079951","1.225.3","-4.45","","","","2"
"2014","Canada","2016A000011124","Total other Criminal Code violations [300]","Percentage change in rate","Percent","239","units","0","v53079951","1.225.3","-4.06","","","","2"
"2015","Canada","2016A000011124","Total other Criminal Code violations [300]","Percentage change in rate","Percent","239","units","0","v53079951","1.225.3","1.35","","","","2"
"2016","Canada","2016A000011124","Total other Criminal Code violations [300]","Percentage change in rate","Percent","239","units","0","v53079951","1.225.3","5.64","","","","2"
"2017","Canada","2016A000011124","Total other Criminal Code violations [300]","Percentage change in rate","Percent","239","units","0","v53079951","1.225.3","1.44","","","","2"
"2018","Canada","2016A000011124","Total other Criminal Code violations [300]","Percentage change in rate","Percent","239","units","0","v53079951","1.225.3","1.65","","","","2"
"2019","Canada","2016A000011124","Total other Criminal Code violations [300]","Percentage change in rate","Percent","239","units","0","v53079951","1.225.3","7.28","","","","2"
"2011","Canada","2016A000011124","Total other Criminal Code violations [300]","Unfounded incidents","Number","223","units","0","v1000149749","1.225.15","","..","","","0"
"2012","Canada","2016A000011124","Total other Criminal Code violations [300]","Unfounded incidents","Number","223","units","0","v1000149749","1.225.15","","..","","","0"
"2013","Canada","2016A000011124","Total other Criminal Code violations [300]","Unfounded incidents","Number","223","units","0","v1000149749","1.225.15","","..","","","0"
"2014","Canada","2016A000011124","Total other Criminal Code violations [300]","Unfounded incidents","Number","223","units","0","v1000149749","1.225.15","","..","","","0"
"2015","Canada","2016A000011124","Total other Criminal Code violations [300]","Unfounded incidents","Number","223","units","0","v1000149749","1.225.15","","..","","","0"
"2016","Canada","2016A000011124","Total other Criminal Code violations [300]","Unfounded incidents","Number","223","units","0","v1000149749","1.225.15","","..","","","0"
"2017","Canada","2016A000011124","Total other Criminal Code violations [300]","Unfounded incidents","Number","223","units","0","v1000149749","1.225.15","26502","","","","0"
"2018","Canada","2016A000011124","Total other Criminal Code violations [300]","Unfounded incidents","Number","223","units","0","v1000149749","1.225.15","24562","","","","0"
"2019","Canada","2016A000011124","Total other Criminal Code violations [300]","Unfounded incidents","Number","223","units","0","v1000149749","1.225.15","23984","","","","0"
"2011","Canada","2016A000011124","Total other Criminal Code violations [300]","Percent unfounded","Percent","239","units","0","v1000149750","1.225.16","","..","","","2"
"2012","Canada","2016A000011124","Total other Criminal Code violations [300]","Percent unfounded","Percent","239","units","0","v1000149750","1.225.16","","..","","","2"
"2013","Canada","2016A000011124","Total other Criminal Code violations [300]","Percent unfounded","Percent","239","units","0","v1000149750","1.225.16","","..","","","2"
"2014","Canada","2016A000011124","Total other Criminal Code violations [300]","Percent unfounded","Percent","239","units","0","v1000149750","1.225.16","","..","","","2"
"2015","Canada","2016A000011124","Total other Criminal Code violations [300]","Percent unfounded","Percent","239","units","0","v1000149750","1.225.16","","..","","","2"
"2016","Canada","2016A000011124","Total other Criminal Code violations [300]","Percent unfounded","Percent","239","units","0","v1000149750","1.225.16","","..","","","2"
"2017","Canada","2016A000011124","Total other Criminal Code violations [300]","Percent unfounded","Percent","239","units","0","v1000149750","1.225.16","6.78","","","","2"
"2018","Canada","2016A000011124","Total other Criminal Code violations [300]","Percent unfounded","Percent","239","units","0","v1000149750","1.225.16","6.14","","","","2"
"2019","Canada","2016A000011124","Total other Criminal Code violations [300]","Percent unfounded","Percent","239","units","0","v1000149750","1.225.16","5.55","","","","2"
"2010","Canada","2016A000011124","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v53079954","1.225.4","267084","","","","0"
"2011","Canada","2016A000011124","Total other Criminal Code violations [300]","Total cleared","Number","223","units","0","v53079954","1.225.4","261638","","","","0"
