"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Canada","2016A000011124","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44396346","1.1.2","6056.63","","","","2"
"2018","Canada","2016A000011124","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44396346","1.1.2","6153.44","","","","2"
"2019","Canada","2016A000011124","Total, all violations [0]","Rate per 100,000 population","Rate","257","units","0","v44396346","1.1.2","6487.27","","","","2"
"2010","Canada","2016A000011124","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44391402","1.1.3","-3.92","","","","2"
"2011","Canada","2016A000011124","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44391402","1.1.3","-5.27","","","","2"
"2012","Canada","2016A000011124","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44391402","1.1.3","-2.45","","","","2"
"2013","Canada","2016A000011124","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44391402","1.1.3","-7.47","","","","2"
"2014","Canada","2016A000011124","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44391402","1.1.3","-3.16","","","","2"
"2015","Canada","2016A000011124","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44391402","1.1.3","2.44","","","","2"
"2016","Canada","2016A000011124","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44391402","1.1.3","0.89","","","","2"
"2017","Canada","2016A000011124","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44391402","1.1.3","1.16","","","","2"
"2018","Canada","2016A000011124","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44391402","1.1.3","1.60","","","","2"
"2019","Canada","2016A000011124","Total, all violations [0]","Percentage change in rate","Percent","239","units","0","v44391402","1.1.3","5.43","","","","2"
"2011","Canada","2016A000011124","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000149311","1.1.15","","..","","","0"
"2012","Canada","2016A000011124","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000149311","1.1.15","","..","","","0"
"2013","Canada","2016A000011124","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000149311","1.1.15","","..","","","0"
"2014","Canada","2016A000011124","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000149311","1.1.15","","..","","","0"
"2015","Canada","2016A000011124","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000149311","1.1.15","","..","","","0"
"2016","Canada","2016A000011124","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000149311","1.1.15","","..","","","0"
"2017","Canada","2016A000011124","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000149311","1.1.15","162322","","","","0"
"2018","Canada","2016A000011124","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000149311","1.1.15","151048","","","","0"
"2019","Canada","2016A000011124","Total, all violations [0]","Unfounded incidents","Number","223","units","0","v1000149311","1.1.15","150011","","","","0"
"2011","Canada","2016A000011124","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000149312","1.1.16","","..","","","2"
"2012","Canada","2016A000011124","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000149312","1.1.16","","..","","","2"
"2013","Canada","2016A000011124","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000149312","1.1.16","","..","","","2"
"2014","Canada","2016A000011124","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000149312","1.1.16","","..","","","2"
"2015","Canada","2016A000011124","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000149312","1.1.16","","..","","","2"
"2016","Canada","2016A000011124","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000149312","1.1.16","","..","","","2"
"2017","Canada","2016A000011124","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000149312","1.1.16","6.83","","","","2"
"2018","Canada","2016A000011124","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000149312","1.1.16","6.21","","","","2"
"2019","Canada","2016A000011124","Total, all violations [0]","Percent unfounded","Percent","239","units","0","v1000149312","1.1.16","5.80","","","","2"
"2010","Canada","2016A000011124","Total, all violations [0]","Total cleared","Number","223","units","0","v44327422","1.1.4","1096584","","","","0"
"2011","Canada","2016A000011124","Total, all violations [0]","Total cleared","Number","223","units","0","v44327422","1.1.4","1066428","","","","0"
"2012","Canada","2016A000011124","Total, all violations [0]","Total cleared","Number","223","units","0","v44327422","1.1.4","1050701","","","","0"
"2013","Canada","2016A000011124","Total, all violations [0]","Total cleared","Number","223","units","0","v44327422","1.1.4","991939","","","","0"
"2014","Canada","2016A000011124","Total, all violations [0]","Total cleared","Number","223","units","0","v44327422","1.1.4","952516","","","","0"
"2015","Canada","2016A000011124","Total, all violations [0]","Total cleared","Number","223","units","0","v44327422","1.1.4","951547","","","","0"
"2016","Canada","2016A000011124","Total, all violations [0]","Total cleared","Number","223","units","0","v44327422","1.1.4","965760","","","","0"
"2017","Canada","2016A000011124","Total, all violations [0]","Total cleared","Number","223","units","0","v44327422","1.1.4","983909","","","","0"
"2018","Canada","2016A000011124","Total, all violations [0]","Total cleared","Number","223","units","0","v44327422","1.1.4","992420","","","","0"
"2019","Canada","2016A000011124","Total, all violations [0]","Total cleared","Number","223","units","0","v44327422","1.1.4","977085","","","","0"
"2010","Canada","2016A000011124","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44356819","1.1.7","656494","","","","0"
"2011","Canada","2016A000011124","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44356819","1.1.7","629943","","","","0"
"2012","Canada","2016A000011124","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44356819","1.1.7","628614","","","","0"
"2013","Canada","2016A000011124","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44356819","1.1.7","595717","","","","0"
"2014","Canada","2016A000011124","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44356819","1.1.7","578044","","","","0"
"2015","Canada","2016A000011124","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44356819","1.1.7","586305","","","","0"
"2016","Canada","2016A000011124","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44356819","1.1.7","602329","","","","0"
"2017","Canada","2016A000011124","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44356819","1.1.7","605318","","","","0"
"2018","Canada","2016A000011124","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44356819","1.1.7","620626","","","","0"
"2019","Canada","2016A000011124","Total, all violations [0]","Total, persons charged","Number","223","units","0","v44356819","1.1.7","642813","","","","0"
"2010","Canada","2016A000011124","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44393619","1.1.8","2218.62","","","","2"
"2011","Canada","2016A000011124","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44393619","1.1.8","2107.78","","","","2"
"2012","Canada","2016A000011124","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44393619","1.1.8","2080.55","","","","2"
"2013","Canada","2016A000011124","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44393619","1.1.8","1951.36","","","","2"
"2014","Canada","2016A000011124","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44393619","1.1.8","1874.92","","","","2"
"2015","Canada","2016A000011124","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44393619","1.1.8","1888.41","","","","2"
"2016","Canada","2016A000011124","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44393619","1.1.8","1918.53","","","","2"
"2017","Canada","2016A000011124","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44393619","1.1.8","1904.04","","","","2"
"2018","Canada","2016A000011124","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44393619","1.1.8","1923.41","","","","2"
"2019","Canada","2016A000011124","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44393619","1.1.8","1961.45","","","","2"
"2010","Canada","2016A000011124","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44412030","1.1.9","576904","","","","0"
"2011","Canada","2016A000011124","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44412030","1.1.9","557349","","","","0"
"2012","Canada","2016A000011124","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44412030","1.1.9","560984","","","","0"
"2013","Canada","2016A000011124","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44412030","1.1.9","537465","","","","0"
"2014","Canada","2016A000011124","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44412030","1.1.9","526495","","","","0"
"2015","Canada","2016A000011124","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44412030","1.1.9","537067","","","","0"
"2016","Canada","2016A000011124","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44412030","1.1.9","555971","","","","0"
"2017","Canada","2016A000011124","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44412030","1.1.9","560801","","","","0"
"2018","Canada","2016A000011124","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44412030","1.1.9","580229","","","","0"
"2019","Canada","2016A000011124","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44412030","1.1.9","604210","","","","0"
"2010","Canada","2016A000011124","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44330963","1.1.10","2131.86","","","","2"
"2011","Canada","2016A000011124","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44330963","1.1.10","2034.22","","","","2"
"2012","Canada","2016A000011124","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44330963","1.1.10","2019.86","","","","2"
"2013","Canada","2016A000011124","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44330963","1.1.10","1910.27","","","","2"
"2014","Canada","2016A000011124","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44330963","1.1.10","1849.28","","","","2"
"2015","Canada","2016A000011124","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44330963","1.1.10","1871.53","","","","2"
"2016","Canada","2016A000011124","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44330963","1.1.10","1915.18","","","","2"
"2017","Canada","2016A000011124","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44330963","1.1.10","1906.05","","","","2"
"2018","Canada","2016A000011124","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44330963","1.1.10","1941.33","","","","2"
"2019","Canada","2016A000011124","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44330963","1.1.10","1989.72","","","","2"
"2010","Canada","2016A000011124","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44397613","1.1.11","79590","","","","0"
"2011","Canada","2016A000011124","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44397613","1.1.11","72594","","","","0"
"2012","Canada","2016A000011124","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44397613","1.1.11","67630","","","","0"
"2013","Canada","2016A000011124","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44397613","1.1.11","58252","","","","0"
"2014","Canada","2016A000011124","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44397613","1.1.11","51549","","","","0"
"2015","Canada","2016A000011124","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44397613","1.1.11","49238","","","","0"
"2016","Canada","2016A000011124","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44397613","1.1.11","46358","","","","0"
"2017","Canada","2016A000011124","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44397613","1.1.11","44517","","","","0"
"2018","Canada","2016A000011124","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44397613","1.1.11","40397","","","","0"
"2019","Canada","2016A000011124","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44397613","1.1.11","38603","","","","0"
"2010","Canada","2016A000011124","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44361582","1.1.12","3146.85","","","","2"
"2011","Canada","2016A000011124","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44361582","1.1.12","2917.81","","","","2"
"2012","Canada","2016A000011124","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44361582","1.1.12","2771.18","","","","2"
"2013","Canada","2016A000011124","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44361582","1.1.12","2434.53","","","","2"
"2014","Canada","2016A000011124","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44361582","1.1.12","2184.21","","","","2"
"2015","Canada","2016A000011124","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44361582","1.1.12","2094.40","","","","2"
"2016","Canada","2016A000011124","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44361582","1.1.12","1959.68","","","","2"
"2017","Canada","2016A000011124","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44361582","1.1.12","1879.11","","","","2"
"2018","Canada","2016A000011124","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44361582","1.1.12","1698.26","","","","2"
"2019","Canada","2016A000011124","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44361582","1.1.12","1604.68","","","","2"
"2010","Canada","2016A000011124","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53080890","1.1.13","104587","","","","0"
"2011","Canada","2016A000011124","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53080890","1.1.13","94608","","","","0"
"2012","Canada","2016A000011124","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53080890","1.1.13","86893","","","","0"
"2013","Canada","2016A000011124","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53080890","1.1.13","72146","","","","0"
"2014","Canada","2016A000011124","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53080890","1.1.13","64978","","","","0"
"2015","Canada","2016A000011124","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53080890","1.1.13","62422","","","","0"
"2016","Canada","2016A000011124","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53080890","1.1.13","59373","","","","0"
"2017","Canada","2016A000011124","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53080890","1.1.13","60705","","","","0"
"2018","Canada","2016A000011124","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53080890","1.1.13","53214","","","","0"
"2019","Canada","2016A000011124","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53080890","1.1.13","45265","","","","0"
"2010","Canada","2016A000011124","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080891","1.1.14","4135.19","","","","2"
"2011","Canada","2016A000011124","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080891","1.1.14","3802.63","","","","2"
"2012","Canada","2016A000011124","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080891","1.1.14","3560.49","","","","2"
"2013","Canada","2016A000011124","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080891","1.1.14","3015.20","","","","2"
"2014","Canada","2016A000011124","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080891","1.1.14","2753.21","","","","2"
"2015","Canada","2016A000011124","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080891","1.1.14","2655.20","","","","2"
"2016","Canada","2016A000011124","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080891","1.1.14","2509.86","","","","2"
"2017","Canada","2016A000011124","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080891","1.1.14","2562.42","","","","2"
"2018","Canada","2016A000011124","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080891","1.1.14","2237.07","","","","2"
"2019","Canada","2016A000011124","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53080891","1.1.14","1881.61","","","","2"
"2010","Canada","2016A000011124","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v44372528","1.4.1","439220","","","","0"
"2011","Canada","2016A000011124","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v44372528","1.4.1","424338","","","","0"
"2012","Canada","2016A000011124","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v44372528","1.4.1","416147","","","","0"
"2013","Canada","2016A000011124","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v44372528","1.4.1","384385","","","","0"
"2014","Canada","2016A000011124","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v44372528","1.4.1","370050","","","","0"
"2015","Canada","2016A000011124","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v44372528","1.4.1","382115","","","","0"
"2016","Canada","2016A000011124","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v44372528","1.4.1","388564","","","","0"
"2017","Canada","2016A000011124","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v44372528","1.4.1","406626","","","","0"
"2018","Canada","2016A000011124","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v44372528","1.4.1","426839","","","","0"
"2019","Canada","2016A000011124","Total violent Criminal Code violations [100]","Actual incidents","Number","223","units","0","v44372528","1.4.1","480004","","","","0"
"2010","Canada","2016A000011124","Total violent Criminal Code violations [100]","Rate per 100,000 population","Rate","257","units","0","v44392548","1.4.2","1291.62","","","","2"
"2011","Canada","2016A000011124","Total violent Criminal Code violations [100]","Rate per 100,000 population","Rate","257","units","0","v44392548","1.4.2","1235.72","","","","2"
"2012","Canada","2016A000011124","Total violent Criminal Code violations [100]","Rate per 100,000 population","Rate","257","units","0","v44392548","1.4.2","1198.78","","","","2"
"2013","Canada","2016A000011124","Total violent Criminal Code violations [100]","Rate per 100,000 population","Rate","257","units","0","v44392548","1.4.2","1095.65","","","","2"
"2014","Canada","2016A000011124","Total violent Criminal Code violations [100]","Rate per 100,000 population","Rate","257","units","0","v44392548","1.4.2","1044.23","","","","2"
"2015","Canada","2016A000011124","Total violent Criminal Code violations [100]","Rate per 100,000 population","Rate","257","units","0","v44392548","1.4.2","1070.26","","","","2"
"2016","Canada","2016A000011124","Total violent Criminal Code violations [100]","Rate per 100,000 population","Rate","257","units","0","v44392548","1.4.2","1076.07","","","","2"
"2017","Canada","2016A000011124","Total violent Criminal Code violations [100]","Rate per 100,000 population","Rate","257","units","0","v44392548","1.4.2","1112.72","","","","2"
"2018","Canada","2016A000011124","Total violent Criminal Code violations [100]","Rate per 100,000 population","Rate","257","units","0","v44392548","1.4.2","1151.82","","","","2"
"2019","Canada","2016A000011124","Total violent Criminal Code violations [100]","Rate per 100,000 population","Rate","257","units","0","v44392548","1.4.2","1276.97","","","","2"
"2010","Canada","2016A000011124","Total violent Criminal Code violations [100]","Percentage change in rate","Percent","239","units","0","v44332104","1.4.3","-2.29","","","","2"
"2011","Canada","2016A000011124","Total violent Criminal Code violations [100]","Percentage change in rate","Percent","239","units","0","v44332104","1.4.3","-4.33","","","","2"
"2012","Canada","2016A000011124","Total violent Criminal Code violations [100]","Percentage change in rate","Percent","239","units","0","v44332104","1.4.3","-2.99","","","","2"
"2013","Canada","2016A000011124","Total violent Criminal Code violations [100]","Percentage change in rate","Percent","239","units","0","v44332104","1.4.3","-8.60","","","","2"
"2014","Canada","2016A000011124","Total violent Criminal Code violations [100]","Percentage change in rate","Percent","239","units","0","v44332104","1.4.3","-4.69","","","","2"
"2015","Canada","2016A000011124","Total violent Criminal Code violations [100]","Percentage change in rate","Percent","239","units","0","v44332104","1.4.3","2.49","","","","2"
"2016","Canada","2016A000011124","Total violent Criminal Code violations [100]","Percentage change in rate","Percent","239","units","0","v44332104","1.4.3","0.54","","","","2"
"2017","Canada","2016A000011124","Total violent Criminal Code violations [100]","Percentage change in rate","Percent","239","units","0","v44332104","1.4.3","3.41","","","","2"
"2018","Canada","2016A000011124","Total violent Criminal Code violations [100]","Percentage change in rate","Percent","239","units","0","v44332104","1.4.3","3.51","","","","2"
"2019","Canada","2016A000011124","Total violent Criminal Code violations [100]","Percentage change in rate","Percent","239","units","0","v44332104","1.4.3","10.87","","","","2"
"2011","Canada","2016A000011124","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000149317","1.4.15","","..","","","0"
"2012","Canada","2016A000011124","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000149317","1.4.15","","..","","","0"
"2013","Canada","2016A000011124","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000149317","1.4.15","","..","","","0"
"2014","Canada","2016A000011124","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000149317","1.4.15","","..","","","0"
"2015","Canada","2016A000011124","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000149317","1.4.15","","..","","","0"
"2016","Canada","2016A000011124","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000149317","1.4.15","","..","","","0"
"2017","Canada","2016A000011124","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000149317","1.4.15","55273","","","","0"
"2018","Canada","2016A000011124","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000149317","1.4.15","51759","","","","0"
"2019","Canada","2016A000011124","Total violent Criminal Code violations [100]","Unfounded incidents","Number","223","units","0","v1000149317","1.4.15","52969","","","","0"
"2011","Canada","2016A000011124","Total violent Criminal Code violations [100]","Percent unfounded","Percent","239","units","0","v1000149318","1.4.16","","..","","","2"
"2012","Canada","2016A000011124","Total violent Criminal Code violations [100]","Percent unfounded","Percent","239","units","0","v1000149318","1.4.16","","..","","","2"
"2013","Canada","2016A000011124","Total violent Criminal Code violations [100]","Percent unfounded","Percent","239","units","0","v1000149318","1.4.16","","..","","","2"
"2014","Canada","2016A000011124","Total violent Criminal Code violations [100]","Percent unfounded","Percent","239","units","0","v1000149318","1.4.16","","..","","","2"
"2015","Canada","2016A000011124","Total violent Criminal Code violations [100]","Percent unfounded","Percent","239","units","0","v1000149318","1.4.16","","..","","","2"
"2016","Canada","2016A000011124","Total violent Criminal Code violations [100]","Percent unfounded","Percent","239","units","0","v1000149318","1.4.16","","..","","","2"
"2017","Canada","2016A000011124","Total violent Criminal Code violations [100]","Percent unfounded","Percent","239","units","0","v1000149318","1.4.16","11.97","","","","2"
"2018","Canada","2016A000011124","Total violent Criminal Code violations [100]","Percent unfounded","Percent","239","units","0","v1000149318","1.4.16","10.81","","","","2"
"2019","Canada","2016A000011124","Total violent Criminal Code violations [100]","Percent unfounded","Percent","239","units","0","v1000149318","1.4.16","9.94","","","","2"
"2010","Canada","2016A000011124","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v44372725","1.4.4","317212","","","","0"
"2011","Canada","2016A000011124","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v44372725","1.4.4","303431","","","","0"
"2012","Canada","2016A000011124","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v44372725","1.4.4","298470","","","","0"
"2013","Canada","2016A000011124","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v44372725","1.4.4","276781","","","","0"
"2014","Canada","2016A000011124","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v44372725","1.4.4","266422","","","","0"
"2015","Canada","2016A000011124","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v44372725","1.4.4","269834","","","","0"
"2016","Canada","2016A000011124","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v44372725","1.4.4","276071","","","","0"
"2017","Canada","2016A000011124","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v44372725","1.4.4","284808","","","","0"
"2018","Canada","2016A000011124","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v44372725","1.4.4","288783","","","","0"
"2019","Canada","2016A000011124","Total violent Criminal Code violations [100]","Total cleared","Number","223","units","0","v44372725","1.4.4","292140","","","","0"
"2010","Canada","2016A000011124","Total violent Criminal Code violations [100]","Total, persons charged","Number","223","units","0","v44371490","1.4.7","177601","","","","0"
"2011","Canada","2016A000011124","Total violent Criminal Code violations [100]","Total, persons charged","Number","223","units","0","v44371490","1.4.7","170095","","","","0"
"2012","Canada","2016A000011124","Total violent Criminal Code violations [100]","Total, persons charged","Number","223","units","0","v44371490","1.4.7","169048","","","","0"
